full_word,sentence_word_index,total_word_index
Heep,0,383322
Traddles,15,383484
Mr. Dick,34,384025
Mr. Dick,12,384003
Traddles,17,384008
Micawber,0,384457
Agnes,30,384566
Uriah,9,384591
Micawber,31,384627
So,0,384596
Micawber,5,384683
Emma,5,384732
Micawber,1,384728
Micawber,0,384741
Micawber,0,384746
Micawber,6,384752
Micawber,1,384758
Micawber,0,384766
Emma,31,384824
Micawber,8,384867
Micawber,45,384904
Micawber,0,384969
Micawber,5,385008
Micawber,39,385059
Mr. Copperfield,9,385029
Micawber,0,385020
Micawber,13,385429
David,4,385743
Micawber,0,385782
Micawber,0,385814
Micawber,0,385845
Micawber,15,385868
Micawber,0,385968
Dora,4,386265
Jip,31,386372
Dora,8,386442
Dora,0,386458
